"","State_Name","County","City","Zip_Code","AllSbjtNumReady","AllSbjtNumAssessed","Lat","Lon","Mean_Income","Median_Income","FinalMathAveScore","FinalAllSbjtAveScore","FinalEWBRWAveScore","MathPctReady","TotalPerReady","EBRWPctReady","Median","Income_Level","difference_from_avg_median"
"1067","Michigan","Alcona County","Ann Arbor",48105,389,583,42.3276344,-83.6964436,100497,82603,593.706174957118,1178.5615780446,584.785934819897,0.691252144082333,0.667238421955403,0.826758147512864,82603,"High",-11094.3245436105
"1068","Michigan","Alcona County","Ypsilanti",48197,86,487,42.2423621,-83.6280856,30823,28232,445.098770491803,907.836755646817,463.056262833676,0.19672131147541,0.176591375770021,0.388090349075975,28232,"Low",43276.6754563895
"1069","Michigan","Alcona County","Ypsilanti",48197,86,487,42.2318159,-83.6219637,29172,22931,445.098770491803,907.836755646817,463.056262833676,0.19672131147541,0.176591375770021,0.388090349075975,22931,"Low",48577.6754563895
"1070","Michigan","Alcona County","Ypsilanti",48197,86,487,42.2511862,-83.626097,13078,10848,445.098770491803,907.836755646817,463.056262833676,0.19672131147541,0.176591375770021,0.388090349075975,10848,"Low",60660.6754563895
"1071","Michigan","Alcona County","Ypsilanti",48198,92,131,42.2403493,-83.5781477,43903,37315,583.529770992366,1196.61450381679,613.084732824428,0.709923664122137,0.702290076335878,0,37315,"Medium",34193.6754563895
"1072","Michigan","Alcona County","Ypsilanti",48198,92,131,42.2317794,-83.568269,51953,52528,583.529770992366,1196.61450381679,613.084732824428,0.709923664122137,0.702290076335878,0,52528,"Medium",18980.6754563895
"1073","Michigan","Alcona County","Ypsilanti",48198,92,131,42.2184744,-83.5632805,46465,36679,583.529770992366,1196.61450381679,613.084732824428,0.709923664122137,0.702290076335878,0,36679,"Medium",34829.6754563895
"1074","Michigan","Alcona County","Ann Arbor",48108,291,451,42.2489064,-83.6732012,80352,300000,578.1,1148.9,570.8,0.676274944567627,0.645232815964523,0.824833702882483,3e+05,"High",-228491.324543611
"1075","Michigan","Alcona County","Bay City",48706,65,229,43.6238113,-83.9865843,59822,42043,484.953711790393,978.44192139738,493.488209606987,0.296943231441048,0.283842794759825,0.510917030567686,42043,"Medium",29465.6754563895
"1076","Michigan","Alcona County","Saline",48176,0,10,42.2051878,-83.7474037,158138,300000,472,989,517,0,0,0,3e+05,"High",-228491.324543611
"1077","Michigan","Alcona County","Grand Rapids",49548,89,507,42.8336673,-85.6565726,71959,63632,452.550887573964,915.379487179487,462.828599605523,0.193293885601578,0.175542406311637,0.3767258382643,63632,"Medium",7876.67545638945
"1078","Michigan","Alcona County","Ypsilanti",48197,86,487,42.1175012,-83.5903254,74254,300000,445.098770491803,907.836755646817,463.056262833676,0.19672131147541,0.176591375770021,0.388090349075975,3e+05,"High",-228491.324543611
"1079","Michigan","Alcona County","Ypsilanti",48197,86,487,42.1673142,-83.6908217,0,0,445.098770491803,907.836755646817,463.056262833676,0.19672131147541,0.176591375770021,0.388090349075975,0,"Low",71508.6754563895
"1080","Michigan","Alcona County","Saline",48176,0,10,42.1460248,-83.8499262,75857,60207,472,989,517,0,0,0,60207,"Medium",11301.6754563895
"1081","Michigan","Alcona County","Dexter",48130,152,272,42.3825808,-83.9410129,112263,113112,552.2,1113.8,561.5,0.584558823529412,0.558823529411765,0.768382352941177,113112,"High",-41603.3245436105
"1082","Michigan","Alcona County","Ann Arbor",48103,498,833,42.3217143,-83.8157097,144098,300000,568.410204081633,1141.1600240096,572.749819927971,0.615846338535414,0.597839135654262,0.773109243697479,3e+05,"High",-228491.324543611
"1083","Michigan","Alcona County","Dexter",48130,152,272,42.3766795,-83.8582595,131488,300000,552.2,1113.8,561.5,0.584558823529412,0.558823529411765,0.768382352941177,3e+05,"High",-228491.324543611
"1084","Michigan","Alcona County","Whitmore Lake",48189,23,61,42.3796817,-83.7135992,94400,75982,505.1,1030.7,525.6,0.377049180327869,0.377049180327869,0.688524590163934,75982,"High",-4473.32454361055
"1085","Michigan","Alcona County","Detroit",48205,0,121,42.4388723,-82.9656436,34762,29029,366.8,754.1,387.4,0,0,0,29029,"Low",42479.6754563895
"1086","Michigan","Alcona County","Detroit",48205,0,121,42.4241342,-82.9679434,36717,24692,366.8,754.1,387.4,0,0,0,24692,"Low",46816.6754563895
"1087","Michigan","Alcona County","Detroit",48224,0,321,42.4296143,-82.9473354,24748,18728,370.749221183801,765.714330218069,394.965109034268,0,0,0.0373831775700935,18728,"Low",52780.6754563895
"1088","Michigan","Alcona County","Baldwin",49304,0,15,43.859882,-85.7210355,36834,26618,450.7,918.7,468,0,0,0,26618,"Low",44890.6754563895
"1089","Michigan","Alcona County","Detroit",48224,0,321,42.4128318,-82.9601613,49992,49092,370.749221183801,765.714330218069,394.965109034268,0,0,0.0373831775700935,49092,"Medium",22416.6754563895
"1090","Michigan","Alcona County","Detroit",48224,0,321,42.4033691,-82.9505464,28965,25156,370.749221183801,765.714330218069,394.965109034268,0,0,0.0373831775700935,25156,"Low",46352.6754563895
"1091","Michigan","Alcona County","Detroit",48236,400,697,42.4183457,-82.9264931,43644,39355,554.05824964132,1119.89569583931,565.837446197991,0.582496413199426,0.573888091822095,0.81922525107604,39355,"Medium",32153.6754563895
"1092","Michigan","Alcona County","Detroit",48224,0,321,42.3952603,-82.9401,34721,21779,370.749221183801,765.714330218069,394.965109034268,0,0,0.0373831775700935,21779,"Low",49729.6754563895
"1093","Michigan","Alcona County","Detroit",48205,0,121,42.4454982,-82.9953169,31886,22665,366.8,754.1,387.4,0,0,0,22665,"Low",48843.6754563895
"1094","Michigan","Alcona County","Detroit",48205,0,121,42.4312541,-82.9922641,54661,33974,366.8,754.1,387.4,0,0,0,33974,"Low",37534.6754563895
"1095","Michigan","Alcona County","Detroit",48205,0,121,42.4153882,-82.9679696,24158,15752,366.8,754.1,387.4,0,0,0,15752,"Low",55756.6754563895
"1097","Michigan","Alcona County","Detroit",48205,0,121,42.4263378,-83.0129968,49150,28173,366.8,754.1,387.4,0,0,0,28173,"Low",43335.6754563895
"1098","Michigan","Alcona County","Detroit",48205,0,121,42.413801,-83.0035037,49076,34096,366.8,754.1,387.4,0,0,0,34096,"Low",37412.6754563895
"1099","Michigan","Alcona County","Lapeer",48446,123,408,43.1063831,-83.2736599,59449,47611,480.667892156863,986.331862745098,505.570098039216,0.316176470588235,0.301470588235294,0.605392156862745,47611,"Medium",23897.6754563895
"1100","Michigan","Alcona County","Detroit",48234,0,60,42.4445674,-83.0320133,45557,48275,380.2,777.7,397.5,0,0,0,48275,"Medium",23233.6754563895
"1101","Michigan","Alcona County","Detroit",48234,0,60,42.429876,-83.0459797,33179,22635,380.2,777.7,397.5,0,0,0,22635,"Low",48873.6754563895
"1102","Michigan","Alcona County","Warren",48091,39,244,42.4438513,-83.0676404,29944,21288,436.109426229508,887.271721311476,451.162295081967,0.163934426229508,0.159836065573771,0.311475409836066,21288,"Low",50220.6754563895
"1103","Michigan","Alcona County","Detroit",48234,0,60,42.4277494,-83.0763573,37707,24597,380.2,777.7,397.5,0,0,0,24597,"Low",46911.6754563895
"1106","Michigan","Alcona County","Detroit",48212,69,436,42.414748,-83.0760398,30679,27492,443.263532110092,880.463532110092,437.267660550459,0.208715596330275,0.158256880733945,0.25,27492,"Low",44016.6754563895
"1107","Michigan","Alcona County","Hamtramck",48212,69,436,42.4008258,-83.0306598,28341,16081,443.263532110092,880.463532110092,437.267660550459,0.208715596330275,0.158256880733945,0.25,16081,"Low",55427.6754563895
"1110","Michigan","Alcona County","Imlay City",48444,42,173,43.0168597,-83.076441,43655,35598,483.307514450867,969.978612716763,486.671098265896,0.289017341040462,0.242774566473988,0.468208092485549,35598,"Medium",35910.6754563895
"1111","Michigan","Alcona County","Detroit",48215,0,27,42.3820764,-82.9560601,30112,28009,404.4,822.2,417.8,0,0,0,28009,"Low",43499.6754563895
"1112","Michigan","Alcona County","Detroit",48214,0,71,42.3657136,-82.9802179,27236,15495,380.830985915493,777.07323943662,396.178873239437,0,0,0.0845070422535211,15495,"Low",56013.6754563895
"1113","Michigan","Alcona County","Detroit",48214,0,71,42.3798303,-82.9893988,42323,26124,380.830985915493,777.07323943662,396.178873239437,0,0,0.0845070422535211,26124,"Low",45384.6754563895
"1114","Michigan","Alcona County","Detroit",48214,0,71,42.375316,-82.9999028,27539,21086,380.830985915493,777.07323943662,396.178873239437,0,0,0.0845070422535211,21086,"Low",50422.6754563895
"1115","Michigan","Alcona County","Detroit",48214,0,71,42.3639483,-82.9917654,38209,18670,380.830985915493,777.07323943662,396.178873239437,0,0,0.0845070422535211,18670,"Low",52838.6754563895
"1117","Michigan","Alcona County","Detroit",48207,15,370,42.3483954,-83.0210206,33841,24951,415.265945945946,863.566486486486,448.333243243243,0.0432432432432432,0.0405405405405405,0.337837837837838,24951,"Low",46557.6754563895
"1118","Michigan","Alcona County","Detroit",48201,161,857,42.3456895,-83.0505419,15481,8779,459.670711785298,944.230805134189,484.571528588098,0.198366394399067,0.187864644107351,0.52392065344224,8779,"Low",62729.6754563895
"1119","Michigan","Alcona County","Detroit",48207,15,370,42.3647264,-83.0294479,22059,10613,415.265945945946,863.566486486486,448.333243243243,0.0432432432432432,0.0405405405405405,0.337837837837838,10613,"Low",60895.6754563895
"1120","Michigan","Alcona County","Detroit",48201,161,857,42.3347168,-83.0554556,40269,22809,459.670711785298,944.230805134189,484.571528588098,0.198366394399067,0.187864644107351,0.52392065344224,22809,"Low",48699.6754563895
"1121","Michigan","Alcona County","Maple City",49664,19,48,44.8901788,-86.0531265,82696,67266,506,1025.8,519.8,0.4375,0.395833333333333,0.708333333333333,67266,"Medium",4242.67545638945
"1122","Michigan","Alcona County","Detroit",48208,0,148,42.3503994,-83.0805337,64917,42669,390.190540540541,796.040540540541,405.793243243243,0,0,0.114864864864865,42669,"Medium",28839.6754563895
"1123","Michigan","Alcona County","Detroit",48202,19,289,42.3609882,-83.0833636,42451,45796,416.437716262976,854.894809688581,438.420069204152,0.0899653979238754,0.0657439446366782,0.283737024221453,45796,"Medium",25712.6754563895
"1124","Michigan","Alcona County","Detroit",48209,31,453,42.317227,-83.0975239,34699,25464,411.717880794702,844.95651214128,433.238631346578,0.0794701986754967,0.0684326710816777,0.2560706401766,25464,"Low",46044.6754563895
"1125","Michigan","Alcona County","Detroit",48209,31,453,42.311365,-83.137332,40077,21813,411.717880794702,844.95651214128,433.238631346578,0.0794701986754967,0.0684326710816777,0.2560706401766,21813,"Low",49695.6754563895
"1126","Michigan","Alcona County","Detroit",48209,31,453,42.3001177,-83.1320379,32682,18476,411.717880794702,844.95651214128,433.238631346578,0.0794701986754967,0.0684326710816777,0.2560706401766,18476,"Low",53032.6754563895
"1128","Michigan","Alcona County","Detroit",48209,31,453,42.3036532,-83.0973176,29067,17863,411.717880794702,844.95651214128,433.238631346578,0.0794701986754967,0.0684326710816777,0.2560706401766,17863,"Low",53645.6754563895
"1129","Michigan","Alcona County","Detroit",48210,39,333,42.3267956,-83.1262619,36599,30210,438.858858858859,887.266366366366,448.407507507508,0.159159159159159,0.117117117117117,0.312312312312312,30210,"Low",41298.6754563895
"1130","Michigan","Alcona County","Detroit",48210,39,333,42.3372007,-83.1452619,41233,42329,438.858858858859,887.266366366366,448.407507507508,0.159159159159159,0.117117117117117,0.312312312312312,42329,"Medium",29179.6754563895
"1132","Michigan","Alcona County","Adrian",49221,69,302,41.9490606,-84.0749009,63196,300000,481.285430463576,979.852317880795,498.566887417219,0.268211920529801,0.228476821192053,0.5,3e+05,"High",-228491.324543611
"1133","Michigan","Alcona County","Detroit",48221,0,223,42.4111231,-83.1341948,24301,20339,402.1,814.2,412.2,0,0,0.10762331838565,20339,"Low",51169.6754563895
"1135","Michigan","Alcona County","Detroit",48206,0,57,42.3788297,-83.1020097,53744,39560,377.4,760.4,383,0,0,0,39560,"Medium",31948.6754563895
"1137","Michigan","Alcona County","Detroit",48202,19,289,42.3884007,-83.0939521,48180,30492,416.437716262976,854.894809688581,438.420069204152,0.0899653979238754,0.0657439446366782,0.283737024221453,30492,"Low",41016.6754563895
"1138","Michigan","Alcona County","Detroit",48206,0,57,42.3655279,-83.0976664,17551,12948,377.4,760.4,383,0,0,0,12948,"Low",58560.6754563895
"1142","Michigan","Alcona County","Dearborn",48126,157,727,42.3555106,-83.1437193,26191,26111,468.227647867951,939.870976616231,471.643328748281,0.275103163686382,0.21595598349381,0.423658872077029,26111,"Low",45397.6754563895
"1143","Michigan","Alcona County","Hudson",49247,11,82,41.8518392,-84.2964562,51995,43198,445.465853658537,917.224390243902,471.685365853658,0.134146341463415,0.134146341463415,0.390243902439024,43198,"Medium",28310.6754563895
"1144","Michigan","Alcona County","Detroit",48227,7,108,42.3694786,-83.1753696,26380,22138,431.9,890.7,458.8,0.0740740740740741,0.0648148148148148,0.37037037037037,22138,"Low",49370.6754563895
"1145","Michigan","Alcona County","Detroit",48228,0,211,42.361912,-83.1897249,27599,15377,375.38672985782,779.056872037915,403.670142180095,0,0,0.028436018957346,15377,"Low",56131.6754563895
"1147","Michigan","Alcona County","Detroit",48227,7,108,42.4061973,-83.1501123,17715,12664,431.9,890.7,458.8,0.0740740740740741,0.0648148148148148,0.37037037037037,12664,"Low",58844.6754563895
"1149","Michigan","Alcona County","Detroit",48235,90,458,42.4129308,-83.1776478,38777,17208,460.555021834061,934.710480349345,474.139082969432,0.213973799126638,0.196506550218341,0.48471615720524,17208,"Low",54300.6754563895
"1150","Michigan","Alcona County","Detroit",48227,7,108,42.3881471,-83.175857,24645,21495,431.9,890.7,458.8,0.0740740740740741,0.0648148148148148,0.37037037037037,21495,"Low",50013.6754563895
"1151","Michigan","Alcona County","Detroit",48227,7,108,42.4053507,-83.1917756,43861,23886,431.9,890.7,458.8,0.0740740740740741,0.0648148148148148,0.37037037037037,23886,"Low",47622.6754563895
"1152","Michigan","Alcona County","Ferndale",48220,42,324,42.4413341,-83.1269354,43632,36313,430.286111111111,883.60462962963,453.318518518519,0.141975308641975,0.12962962962963,0.305555555555556,36313,"Medium",35195.6754563895
"1153","Michigan","Alcona County","Detroit",48221,0,223,42.4206842,-83.1507627,47271,37244,402.1,814.2,412.2,0,0,0.10762331838565,37244,"Medium",34264.6754563895
"1154","Michigan","Alcona County","Hartland",48353,247,477,42.720079,-83.7182328,85260,78442,541.5,1081,539.5,0.557651991614256,0.517819706498952,0.742138364779874,78442,"High",-6933.32454361055
"1155","Michigan","Alcona County","Detroit",48221,0,223,42.4278669,-83.1510894,51067,47362,402.1,814.2,412.2,0,0,0.10762331838565,47362,"Medium",24146.6754563895
"1156","Michigan","Alcona County","Detroit",48221,0,223,42.4350607,-83.1513465,68916,69949,402.1,814.2,412.2,0,0,0.10762331838565,69949,"Medium",1559.67545638945
"1157","Michigan","Alcona County","Detroit",48235,90,458,42.441886,-83.1852528,34746,18743,460.555021834061,934.710480349345,474.139082969432,0.213973799126638,0.196506550218341,0.48471615720524,18743,"Low",52765.6754563895
"1158","Michigan","Alcona County","Detroit",48235,90,458,42.4258579,-83.175862,42637,36004,460.555021834061,934.710480349345,474.139082969432,0.213973799126638,0.196506550218341,0.48471615720524,36004,"Medium",35504.6754563895
"1159","Michigan","Alcona County","Detroit",48235,90,458,42.4409076,-83.2102951,39261,27760,460.555021834061,934.710480349345,474.139082969432,0.213973799126638,0.196506550218341,0.48471615720524,27760,"Low",43748.6754563895
"1160","Michigan","Alcona County","Detroit",48235,90,458,42.4266089,-83.2094015,43509,30214,460.555021834061,934.710480349345,474.139082969432,0.213973799126638,0.196506550218341,0.48471615720524,30214,"Low",41294.6754563895
"1161","Michigan","Alcona County","Detroit",48219,0,208,42.4237296,-83.2251159,47349,30729,396.445192307692,820.557211538462,424.156730769231,0.0288461538461538,0,0.168269230769231,30729,"Low",40779.6754563895
"1162","Michigan","Alcona County","Detroit",48219,0,208,42.4334044,-83.2292261,48397,37273,396.445192307692,820.557211538462,424.156730769231,0.0288461538461538,0,0.168269230769231,37273,"Medium",34235.6754563895
"1163","Michigan","Alcona County","Detroit",48219,0,208,42.4222559,-83.2439581,17779,12759,396.445192307692,820.557211538462,424.156730769231,0.0288461538461538,0,0.168269230769231,12759,"Low",58749.6754563895
"1164","Michigan","Alcona County","Redford",48240,16,245,42.4215788,-83.2821395,31457,18882,406.458367346939,830.209387755102,423.744897959184,0.0816326530612245,0.0653061224489796,0.191836734693878,18882,"Low",52626.6754563895
